brand_name,ulta_slug,peta,leaping_bunny,peta_status,parent_company,parent_cf,top_parent,top_parent_cf,notes,aliases
CAY SKIN,cay-skin,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Ceremonia,ceremonia,TRUE,TRUE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Babba Rivera",
Chris McMillan,chris-mcmillan,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Chunks,chunks,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
ciele,ciele,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
CLEAN RESERVE,clean-reserve,TRUE,FALSE,cf,CLEAN Beauty Collective,TRUE,,,Found on Sephora brands-list 2026-06-10. PETA lists owner 'Clean Beauty Collective' (H1-verified 2026-06-10); same company as the Ulta 'Clean' row,
Commodity,commodity,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB 'Commodity Fragrances'; independent (Europerfumes relaunch),
Community Sixty-Six,community-sixty-six,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Crown Affair,crown-affair,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
CYKLAR,cyklar,TRUE,FALSE,cf,,,,,Found on Sephora brands-list 2026-06-10. PETA-verified; independent,
dae,dae,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Amber Fillerup Clark",
DAMDAM,damdam,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Danessa Myricks Beauty,danessa-myricks-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Davines,davines,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
DedCool,dedcool,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Carina Chaz",
DEREK LAM 10 CROSBY,derek-lam-10-crosby,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Dezi Skin,dezi-skin,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Dieux,dieux,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
DOMINIQUE COSMETICS,dominique-cosmetics,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Dr. Barbara Sturm,dr-barbara-sturm,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Dr. Dennis Gross Skincare,dr-dennis-gross-skincare,TRUE,FALSE,cf,Shiseido,FALSE,,,Found on Sephora brands-list 2026-06-10. PETA-verified; acquired by Shiseido 2024; Shiseido sells in China,
Dr. Groot,dr-groot,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Dr. Idriss,dr-idriss,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Dr. Shereene Idriss",
Dr. Jart+,dr-jart,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
DUO,duo,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
EADEM,eadem,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Ebb Ocean Club,ebb-ocean-club,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
EILISH FRAGRANCES,eilish-fragrances,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Element Eight,element-eight,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Emi Jay,emi-jay,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Evereden,evereden,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Experiment,experiment,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Fable & Mane,fable-mane,TRUE,TRUE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founders Akash & Nikita Mehta",
Facile,facile,TRUE,TRUE,cf,,,,,Found on Sephora brands-list 2026-06-10. PETA-verified; independent (Facile Skincare),
Fara Homidi,fara-homidi,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
fel beauty,fel-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Fig.1,fig-1,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Flora + Bast,flora-bast,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
FORVR MOOD,forvr-mood,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Freck Beauty,freck-beauty,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
FUGAZZI,fugazzi,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Gisou,gisou,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Glossier,glossier,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent (VC-backed, no strategic owner)",
Glow Recipe,glow-recipe,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founders Sarah Lee & Christine Chang",
Hanni,hanni,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
Hanyul,hanyul,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Harlem Perfume Co.,harlem-perfume-co,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
HAUS LABS BY LADY GAGA,haus-labs-by-lady-gaga,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; Haus Laboratories, independent (Lady Gaga)",
Hello Sunday,hello-sunday,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Henry Rose,henry-rose,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Michelle Pfeiffer",
HERMÈS,hermes,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
HigherDOSE,higherdose,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
HUDA BEAUTY,huda-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
HUNG VANNGO BEAUTY,hung-vanngo-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Hyper Skin,hyper-skin,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
indē wild,inde-wild,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
INNBEAUTY PROJECT,innbeauty-project,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
innisfree,innisfree,TRUE,FALSE,cf,Amorepacific,FALSE,,,"Found on Sephora brands-list 2026-06-10. PETA does-not-test verified; Amorepacific subsidiary, group sells in China",
IOPE,iope,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Iris&Romeo,iris-romeo,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
ISAMAYA,isamaya,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
ISDIN,isdin,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Isle of Paradise,isle-of-paradise,TRUE,FALSE,cf,Future Beauty Labs,TRUE,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; Future Beauty Labs (Tan-Luxe family), vegan/CF house",
Jo Malone London,jo-malone-london,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
JOSIE MARAN,josie-maran,TRUE,FALSE,cf,,,,,Found on Sephora brands-list 2026-06-10. PETA-verified; relaunched independent after Sequential Brands,
Juliette Has a Gun,juliette-has-a-gun,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
K18 Biomimetic Hairscience,k18-biomimetic-hairscience,FALSE,TRUE,not_found,Unilever,FALSE,,,Found on Sephora brands-list 2026-06-10. LB-verified; acquired by Unilever Dec 2023; Unilever group sells in China,
Kate McLeod,kate-mcleod,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
Katini Skin,katini-skin,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Katini Yamaoka",
KAYALI,kayali,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Kérastase,kerastase,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
KILIAN Paris,kilian-paris,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
KORA Organics,kora-organics,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Miranda Kerr",
Kosas,kosas,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Kulfi,kulfi,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
La Mer,la-mer,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Laka,laka,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
LANEIGE,laneige,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
LAWLESS,lawless,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB 'LAWLESS Beauty'; independent, founder Annie Lawless",
LIGHTSAVER,lightsaver,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Lion Pose,lion-pose,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
LIXR Beauty,lixr-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
LORE,lore,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
LoveShackFancy,loveshackfancy,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent fashion house (beauty line in-house),
Lux Unfiltered,lux-unfiltered,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
LYS Beauty,lys-beauty,TRUE,TRUE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Tisha Thompson",
m.ph by Mary Phillips,m-ph-by-mary-phillips,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
MAC Cosmetics,mac-cosmetics,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
MAED,maed,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Denise Vasi",
Maison Louis Marie,maison-louis-marie,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Marie du Petit Thouars",
Maison Margiela,maison-margiela,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
MAKE UP FOR EVER,make-up-for-ever,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
MAKEUP BY MARIO,makeup-by-mario,TRUE,TRUE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Mario Dedivanovic",
Mane,mane,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Mango People,mango-people,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
MARA,mara,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
MATTER OF FACT,matter-of-fact,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
maude,maude,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Melanin Haircare,melanin-haircare,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Whitney White",
Melt Cosmetics,melt-cosmetics,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founders Lora Arellano & Dana Bomar",
MERIT,merit,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Katherine Power",
Messy by Alli Webb,messy-by-alli-webb,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Mizani,mizani,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Montale,montale,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Mother Science,mother-science,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
Naturally Serious,naturally-serious,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; parent unconfirmed — appears independent, verify before trusting parent status",
Nécessaire,necessaire,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Nette,nette,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
OLIVIAUMMA,oliviaumma,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
ONE/SIZE by Patrick Starrr,one-size-by-patrick-starrr,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Oribe,oribe,TRUE,FALSE,cf,Kao Corporation,FALSE,,,Found on Sephora brands-list 2026-06-10. PETA 'ORIBE Hair Care' H1-verified 2026-06-10; acquired by Kao 2017; Kao group sells in China,
OUI the People,oui-the-people,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
PATRICK TA,patrick-ta,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Paula's Choice,paulas-choice,TRUE,TRUE,cf,Unilever,FALSE,,,Found on Sephora brands-list 2026-06-10. PETA lists 'Paula's Choice (Unilever)' as CF; acquired by Unilever 2021; Unilever group sells in China,
PHLUR,phlur,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
PHYLA,phyla,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Rahua,rahua,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
RANAVAT,ranavat,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Michelle Ranavat",
Range Beauty,range-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
REFY,refy,FALSE,TRUE,not_found,,,,,"LB via CFI programme (crueltyfreeinternational.org/listing/refy) — not on CCIC leapingbunny.org list; independent UK brand (Jess Hunt, Jenna Meek); PETA not_found",
Rejuran,rejuran,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
rhode,rhode,TRUE,TRUE,cf,e.l.f. Beauty,TRUE,,,Found on Sephora brands-list 2026-06-10. PETA 'Rhode Skin' H1-verified 2026-06-10; acquired by e.l.f. Beauty 2025; e.l.f. is itself PETA-certified,
RIES,ries,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
ROSE INC,rose-inc,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
ROSE Ingleton MD,rose-ingleton-md,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Rossano Ferretti Parma,rossano-ferretti-parma,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
RŌZ,roz,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
RUHVEDA,ruhveda,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Saie,saie,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Salt & Stone,salt-stone,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB 'SALT & STONE'; independent,
Sarah Creal,sarah-creal,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB 'Sarah Creal Beauty'; independent,
SEPHORA COLLECTION,sephora-collection,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Shani Darden Skin Care,shani-darden-skin-care,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
shu uemura,shu-uemura,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Sienna Naturals,sienna-naturals,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
SIMIHAZE BEAUTY,simihaze-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Sincerely Yours,sincerely-yours,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
SK-II,sk-ii,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Skinfix,skinfix,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, CEO Amy Risley",
Skylar,skylar,TRUE,FALSE,cf,,,,,Found on Sephora brands-list 2026-06-10. PETA 'Skylar Body' H1-verified 2026-06-10; independent; Unilever Ventures minority investor,
SOFIE PAVITT FACE,sofie-pavitt-face,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Soft Services,soft-services,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Sulwhasoo,sulwhasoo,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Summer Fridays,summer-fridays,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founders Marianna Hewitt & Lauren Ireland; note PETA says 'may not be CF' — LB badge only",
SUNDAY II SUNDAY,sunday-ii-sunday,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
superzero,superzero,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Tabu,tabu,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Tata Harper,tata-harper,TRUE,FALSE,cf,Amorepacific,FALSE,,,Found on Sephora brands-list 2026-06-10. PETA 'Tata Harper Skincare' verified; acquired by Amorepacific 2022; group sells in China,
The 7 Virtues,the-7-virtues,TRUE,TRUE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Barb Stegemann",
The Maker,the-maker,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
The Original MakeUp Eraser,the-original-makeup-eraser,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
THE STEAM BAR,the-steam-bar,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Then I Met You,then-i-met-you,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Charlotte Cho",
Topicals,topicals,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Torriden,torriden,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Tower 28 Beauty,tower-28-beauty,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA 'Tower28 Beauty' (no space) H1-verified 2026-06-10; independent, founder Amy Liu",
U Beauty,u-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Ultra Violette,ultra-violette,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
UNOVE,unove,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Vegamour,vegamour,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB 'VEGAMOUR LLC'; independent (General Atlantic minority investor),
VIOLETTE_FR,violette-fr,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Violette Serrat",
Viori,viori,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
VOLUSPA,voluspa,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Wander Beauty,wander-beauty,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
Westman Atelier,westman-atelier,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Whipped,whipped,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Wonderskin,wonderskin,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB-verified; independent,
World of Chris Collins,world-of-chris-collins,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Youth To The People,youth-to-the-people,TRUE,TRUE,cf,L'Oréal,FALSE,,,Found on Sephora brands-list 2026-06-10. PETA-verified; acquired by L'Oréal 2021; L'Oréal sells in China,
YSE Beauty,yse-beauty,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Molly Sims",
